"Transportation type","Area from","Area to","Vehicle Type","Departure time",km,Duration,Note,Enabled,"Vehicle rack price","Vehicle net price","Adult rack price","Adult net price","Kid rack price","Kid net price",Tax,Addons,Extras,"Regular time range enabled","Range start Regular time range","Range end Regular time range","Rack price Regular time range","Net price Regular time range","Tax Regular time range","Flight pick-up time range enabled","Range start Flight pick-up time range","Range end Flight pick-up time range","Rack price Flight pick-up time range","Net price Flight pick-up time range","Tax Flight pick-up time range","Flight drop-off time range enabled","Range start Flight drop-off time range","Range end Flight drop-off time range","Rack price Flight drop-off time range","Net price Flight drop-off time range","Tax Flight drop-off time range"
"Private shuttles",Alajeula,"Arenal Observatory Lodge","Toyota HIACE",,144,3,,1,225,170,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Arenal Observatory Lodge","Mercedes Sprinter",,144,3,,1,295,220,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Atenas,"Toyota Coaster",,25,45m,,1,220,120,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Atenas,"Hyundai H-1",,25,45m,,1,75,50,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Atenas,"Toyota HIACE",,25,45m,,1,120,75,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Atenas,"Mercedes Sprinter",,25,45m,,1,165,90,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Bajos del Toro (El Silencio Lodge)","Toyota Coaster",,52,2,,1,300,200,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Bajos del Toro (El Silencio Lodge)","Hyundai H-1",,52,2,,1,135,100,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Bajos del Toro (El Silencio Lodge)","Toyota HIACE",,52,2,,1,180,125,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Bajos del Toro (El Silencio Lodge)","Mercedes Sprinter",,52,2,,1,225,150,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Bijagua,"Toyota Coaster",,191,3.5,,1,450,350,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Bijagua,"Hyundai H-1",,191,3.5,,1,235,200,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Bijagua,"Toyota HIACE",,191,3.5,,1,280,225,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Bijagua,"Mercedes Sprinter",,191,3.5,,1,345,270,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Blue River Resort","Toyota Coaster",,254,5,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Blue River Resort","Hyundai H-1",,254,5,,1,280,240,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Blue River Resort","Toyota HIACE",,254,5,,1,325,265,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Blue River Resort","Mercedes Sprinter",,254,5,,1,395,320,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Borinquen Mountain Resort","Toyota Coaster",,247,4,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Borinquen Mountain Resort","Hyundai H-1",,247,4,,1,250,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Borinquen Mountain Resort","Toyota HIACE",,247,4,,1,295,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Borinquen Mountain Resort","Mercedes Sprinter",,247,4,,1,395,320,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Cahuita,"Toyota Coaster",,215,4.5,,1,460,360,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Cahuita,"Hyundai H-1",,215,4.5,,1,245,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Cahuita,"Toyota HIACE",,215,4.5,,1,290,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Cahuita,"Mercedes Sprinter",,215,4.5,,1,375,300,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Cartago,"Toyota Coaster",,45,1.5,,1,290,190,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Cartago,"Hyundai H-1",,45,1.5,,1,100,85,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Cartago,"Toyota HIACE",,45,1.5,,1,145,110,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Cartago,"Mercedes Sprinter",,45,1.5,,1,225,150,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Casa Chameleon, Las Catalinas","Toyota Coaster",,248,4.5,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Casa Chameleon, Las Catalinas","Hyundai H-1",,248,4.5,,1,250,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Casa Chameleon, Las Catalinas","Toyota HIACE",,248,4.5,,1,295,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Casa Chameleon, Las Catalinas","Mercedes Sprinter",,248,4.5,,1,375,300,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Chachagua Lodge","Toyota Coaster",,107,2.5,,1,350,250,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Chachagua Lodge","Hyundai H-1",,107,2.5,,1,160,130,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Chachagua Lodge","Toyota HIACE",,107,2.5,,1,205,155,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Chachagua Lodge","Mercedes Sprinter",,107,2.5,,1,275,200,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Cocles,"Toyota Coaster",,235,4.5,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Cocles,"Hyundai H-1",,235,4.5,,1,250,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Cocles,"Toyota HIACE",,235,4.5,,1,295,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Cocles,"Mercedes Sprinter",,235,4.5,,1,385,310,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Costa Rica Marriott San Jose (Belen)","Toyota Coaster",,6,30m,,1,200,100,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Costa Rica Marriott San Jose (Belen)","Hyundai H-1",,6,30m,,1,50,35,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Costa Rica Marriott San Jose (Belen)","Toyota HIACE",,6,30m,,1,95,50,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Costa Rica Marriott San Jose (Belen)","Mercedes Sprinter",,6,30m,,1,145,70,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Curridibat,"Toyota Coaster",,26,1,,1,225,125,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Curridibat,"Hyundai H-1",,26,1,,1,65,45,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Curridibat,"Toyota HIACE",,26,1,,1,110,70,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Curridibat,"Mercedes Sprinter",,26,1,,1,160,85,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Dominical,"Toyota Coaster",,188,3.5,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Dominical,"Hyundai H-1",,188,3.5,,1,220,180,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Dominical,"Toyota HIACE",,188,3.5,,1,265,205,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Dominical,"Mercedes Sprinter",,188,3.5,,1,335,260,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Dreams Las Mareas","Toyota Coaster",,276,5.5,,1,510,410,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Dreams Las Mareas","Hyundai H-1",,276,5.5,,1,295,250,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Dreams Las Mareas","Toyota HIACE",,276,5.5,,1,340,275,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Dreams Las Mareas","Mercedes Sprinter",,276,5.5,,1,435,360,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"El Castillo","Toyota Coaster",,146,3,,1,380,280,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"El Castillo","Hyundai H-1",,146,3,,1,180,145,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"El Castillo","Toyota HIACE",,146,3,,1,225,170,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"El Castillo","Mercedes Sprinter",,146,3,,1,295,220,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"El Mangroove Resort","Toyota Coaster",,226,4,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"El Mangroove Resort","Hyundai H-1",,226,4,,1,250,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"El Mangroove Resort","Toyota HIACE",,226,4,,1,295,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"El Mangroove Resort","Mercedes Sprinter",,226,4,,1,375,300,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Escazu,"Toyota Coaster",,19,30m,,1,200,100,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Escazu,"Hyundai H-1",,19,30m,,1,55,40,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Escazu,"Toyota HIACE",,19,30m,,1,100,65,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Escazu,"Mercedes Sprinter",,19,30m,,1,145,70,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Esterillos Este/Oeste","Toyota Coaster",,110,2,,1,370,270,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Esterillos Este/Oeste","Hyundai H-1",,110,2,,1,150,125,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Esterillos Este/Oeste","Toyota HIACE",,110,2,,1,195,150,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Esterillos Este/Oeste","Mercedes Sprinter",,110,2,,1,255,180,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Fiesta Resort, Puntarenas","Toyota Coaster",,75,1.5,,1,300,200,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Fiesta Resort, Puntarenas","Hyundai H-1",,75,1.5,,1,125,100,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Fiesta Resort, Puntarenas","Toyota HIACE",,75,1.5,,1,170,125,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Fiesta Resort, Puntarenas","Mercedes Sprinter",,75,1.5,,1,225,150,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Four Seasons Papagayo","Toyota Coaster",,243,4.5,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Four Seasons Papagayo","Hyundai H-1",,243,4.5,,1,260,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Four Seasons Papagayo","Toyota HIACE",,243,4.5,,1,305,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Four Seasons Papagayo","Mercedes Sprinter",,243,4.5,,1,385,310,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Golfito,"Toyota Coaster",,324,6,,1,580,480,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Golfito,"Hyundai H-1",,324,6,,1,370,310,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Golfito,"Toyota HIACE",,324,6,,1,415,335,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Golfito,"Mercedes Sprinter",,324,6,,1,475,400,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Guapiles,"Toyota Coaster",,81,2,,1,340,240,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Guapiles,"Hyundai H-1",,81,2,,1,140,100,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Guapiles,"Toyota HIACE",,81,2,,1,185,125,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Guapiles,"Mercedes Sprinter",,81,2,,1,255,180,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Hacienda Guachipelin","Toyota Coaster",,218,4,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Hacienda Guachipelin","Hyundai H-1",,218,4,,1,250,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Hacienda Guachipelin","Toyota HIACE",,218,4,,1,295,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Hacienda Guachipelin","Mercedes Sprinter",,218,4,,1,375,300,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Hacienda Pinilla","Toyota Coaster",,245,4.5,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Hacienda Pinilla","Hyundai H-1",,245,4.5,,1,260,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Hacienda Pinilla","Toyota HIACE",,245,4.5,,1,305,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Hacienda Pinilla","Mercedes Sprinter",,245,4.5,,1,375,300,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Hacienda AltaGracia","Toyota Coaster",,183,4,,1,460,360,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Hacienda AltaGracia","Hyundai H-1",,183,4,,1,250,200,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Hacienda AltaGracia","Toyota HIACE",,183,4,,1,295,225,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Hacienda AltaGracia","Mercedes Sprinter",,183,4,,1,355,280,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Heliconias Nature Lodge","Toyota Coaster",,100,2.5,,1,340,240,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Heliconias Nature Lodge","Hyundai H-1",,100,2.5,,1,160,130,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Heliconias Nature Lodge","Toyota HIACE",,100,2.5,,1,205,155,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Heliconias Nature Lodge","Mercedes Sprinter",,100,2.5,,1,265,190,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Heredia,"Toyota Coaster",,11,30m,,1,200,100,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Heredia,"Hyundai H-1",,11,30m,,1,55,40,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Heredia,"Toyota HIACE",,11,30m,,1,100,65,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Heredia,"Mercedes Sprinter",,11,30m,,1,145,70,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Jaco,"Toyota Coaster",,87,1.5,,1,300,200,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Jaco,"Hyundai H-1",,87,1.5,,1,125,100,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Jaco,"Toyota HIACE",,87,1.5,,1,170,125,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Jaco,"Mercedes Sprinter",,87,1.5,,1,225,150,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"JW Marriott","Toyota Coaster",,247,4.5,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"JW Marriott","Hyundai H-1",,247,4.5,,1,260,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"JW Marriott","Toyota HIACE",,247,4.5,,1,305,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"JW Marriott","Mercedes Sprinter",,247,4.5,,1,385,310,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"La Fortuna","Toyota Coaster",,118,3,,1,360,260,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"La Fortuna","Hyundai H-1",,118,3,,1,160,130,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"La Fortuna","Toyota HIACE",,118,3,,1,205,155,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"La Fortuna","Mercedes Sprinter",,118,3,,1,275,200,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Las Catalinas, Guanacaste","Toyota Coaster",,248,4.5,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Las Catalinas, Guanacaste","Hyundai H-1",,248,4.5,,1,260,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Las Catalinas, Guanacaste","Toyota HIACE",,248,4.5,,1,305,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Las Catalinas, Guanacaste","Mercedes Sprinter",,248,4.5,,1,385,310,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Liberia,"Toyota Coaster",,199,3.5,,1,450,350,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Liberia,"Hyundai H-1",,199,3.5,,1,225,190,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Liberia,"Toyota HIACE",,199,3.5,,1,270,215,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Liberia,"Mercedes Sprinter",,199,3.5,,1,355,280,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Liberia Airport","Toyota Coaster",,210,3.5,,1,450,350,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Liberia Airport","Hyundai H-1",,210,3.5,,1,225,190,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Liberia Airport","Toyota HIACE",,210,3.5,,1,270,215,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Liberia Airport","Mercedes Sprinter",,210,3.5,,1,355,280,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Limon,"Toyota Coaster",,173,3.5,,1,400,300,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Limon,"Hyundai H-1",,173,3.5,,1,210,180,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Limon,"Toyota HIACE",,173,3.5,,1,255,205,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Limon,"Mercedes Sprinter",,173,3.5,,1,325,250,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Los Suenos Marriott","Toyota Coaster",,85,1.5,,1,300,200,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Los Suenos Marriott","Hyundai H-1",,85,1.5,,1,125,100,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Los Suenos Marriott","Toyota HIACE",,85,1.5,,1,170,125,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Los Suenos Marriott","Mercedes Sprinter",,85,1.5,,1,225,150,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Mal-Pais / Santa Teresa","Toyota Coaster",,308,5.5,,1,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Mal-Pais / Santa Teresa","Hyundai H-1",,308,5.5,,1,230,185,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Mal-Pais / Santa Teresa","Toyota HIACE",,308,5.5,,1,275,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Mal-Pais / Santa Teresa","Mercedes Sprinter",,308,5.5,,1,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Manuel Antonio | Quepos","Toyota Coaster",,156,3,,1,400,300,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Manuel Antonio | Quepos","Hyundai H-1",,156,3,,1,175,145,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Manuel Antonio | Quepos","Toyota HIACE",,156,3,,1,220,170,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Manuel Antonio | Quepos","Mercedes Sprinter",,156,3,,1,285,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Monteverde,"Toyota Coaster",,126,3,,1,390,290,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Monteverde,"Hyundai H-1",,126,3,,1,185,155,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Monteverde,"Toyota HIACE",,126,3,,1,230,180,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Monteverde,"Mercedes Sprinter",,126,3,,1,275,200,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Montezuma,"Toyota Coaster",,293,5,,1,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Montezuma,"Hyundai H-1",,293,5,,1,230,185,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Montezuma,"Toyota HIACE",,293,5,,1,275,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Montezuma,"Mercedes Sprinter",,293,5,,1,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Nosara,"Toyota Coaster",,237,5,,1,500,400,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Nosara,"Hyundai H-1",,237,5,,1,280,240,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Nosara,"Toyota HIACE",,237,5,,1,325,265,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Nosara,"Mercedes Sprinter",,237,5,,1,415,340,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Nuevo Arenal","Toyota Coaster",,189,3.5,,1,440,340,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Nuevo Arenal","Hyundai H-1",,189,3.5,,1,210,190,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Nuevo Arenal","Toyota HIACE",,189,3.5,,1,255,215,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Nuevo Arenal","Mercedes Sprinter",,189,3.5,,1,325,250,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Occidental Papagayo","Toyota Coaster",,229,4,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Occidental Papagayo","Hyundai H-1",,229,4,,1,250,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Occidental Papagayo","Toyota HIACE",,229,4,,1,295,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,"Occidental Papagayo","Mercedes Sprinter",,229,4,,1,375,300,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Ojochal,"Toyota Coaster",,223,4.5,,1,450,350,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Ojochal,"Hyundai H-1",,223,4.5,,1,245,200,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Ojochal,"Toyota HIACE",,223,4.5,,1,290,225,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Ojochal,"Mercedes Sprinter",,223,4.5,,1,355,280,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Ostional,"Toyota Coaster",,253,5,,1,500,400,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Ostional,"Hyundai H-1",,253,5,,1,285,245,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Ostional,"Toyota HIACE",,253,5,,1,330,270,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Ostional,"Mercedes Sprinter",,253,5,,1,405,330,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Papagayo,"Toyota Coaster",,225,4,,1,480,380,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Papagayo,"Hyundai H-1",,225,4,,1,250,210,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Papagayo,"Toyota HIACE",,225,4,,1,295,235,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Papagayo,"Mercedes Sprinter",,225,4,,1,375,300,,,,,0.08,,,,,,,,,,,,,,,,,,,,
"Private shuttles",Alajeula,Parrita,"Toyota Coaster",,128,2.5,,1,400,300,,,,,0.08,,,,,,,,,,,,,,,,,,,,
